Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[999.20616521],[999.20624047],[999.20622144],[999.2062024],[999.20618336],[999.20616433]
[999.22546154],[999.22524276],[999.22523492],[999.22522708],[999.22521924],[999.2252114]
[999.50013344],[999.50008044],[999.50008149],[999.50008253],[999.50008358],[999.50008462]
[999.40878711],[999.40897527],[999.4089755],[999.40897574],[999.40897598],[999.40897622]
[999.22094674],[999.22105636],[999.22103874],[999.22102113],[999.22100351],[999.2209859]
[999.21870961],[999.21883137],[999.21881223],[999.21879308],[999.21877394],[999.21875479]
[999.18960274],[999.1896543],[999.18963795],[999.18962159],[999.18960524],[999.18958889]
[999.22704803],[999.22693155],[999.2269277],[999.22692385],[999.22692],[999.22691615]
[999.38587253],[999.38578942],[999.38578987],[999.38579032],[999.38579077],[999.38579121]
[999.38786079],[999.38791309],[999.38791296],[999.38791282],[999.38791269],[999.38791256]
[999.28921715],[999.28923745],[999.28923321],[999.28922897],[999.28922473],[999.28922048]
[999.29221964],[999.29239848],[999.29239411],[999.29238974],[999.29238536],[999.29238099]
[999.16610367],[999.16598444],[999.16598052],[999.16597661],[999.1659727],[999.16596878]
[999.36443482],[999.36409715],[999.36409501],[999.36409286],[999.36409071],[999.36408856]
[999.52025341],[999.52020969],[999.52020648],[999.52020327],[999.52020006],[999.52019686]
[999.37789957],[999.37799659],[999.37799496],[999.37799332],[999.37799168],[999.37799004]
[999.27491796],[999.27491049],[999.27490766],[999.27490483],[999.274902],[999.27489918]
[999.31587944],[999.31556952],[999.31556755],[999.31556558],[999.31556361],[999.31556163]
[999.50811632],[999.50825394],[999.5082494],[999.50824486],[999.50824031],[999.50823577]
[999.27506233],[999.27498979],[999.27498508],[999.27498037],[999.27497566],[999.27497096]
[999.35230219],[999.35221832],[999.35221693],[999.35221554],[999.35221415],[999.35221276]
[999.38702659],[999.38717718],[999.38717496],[999.38717273],[999.38717051],[999.38716829]
[999.24747493],[999.24760471],[999.24759783],[999.24759095],[999.24758407],[999.24757718]
[999.22678241],[999.2264526],[999.22644888],[999.22644515],[999.22644143],[999.2264377]
[999.50091851],[999.50080502],[999.50080427],[999.50080352],[999.50080277],[999.50080202]
[999.42068726],[999.42065454],[999.42064986],[999.42064517],[999.42064049],[999.4206358]
[999.35758921],[999.3576759],[999.35767521],[999.35767453],[999.35767385],[999.35767317]
[999.29179626],[999.29164654],[999.29164035],[999.29163416],[999.29162797],[999.29162178]
[999.40891902],[999.40893253],[999.40893184],[999.40893115],[999.40893045],[999.40892976]
[999.34718281],[999.34729434],[999.34729311],[999.34729187],[999.34729064],[999.3472894]
[999.26749471],[999.26764596],[999.26763023],[999.26761451],[999.26759878],[999.26758306]
[999.20457364],[999.20431826],[999.20431716],[999.20431605],[999.20431495],[999.20431385]
[999.46967463],[999.46970955],[999.46969113],[999.46967271],[999.46965429],[999.46963587]
[999.31586293],[999.31593487],[999.31592103],[999.3159072],[999.31589336],[999.31587952]
[999.27218028],[999.27237335],[999.27236238],[999.2723514],[999.27234043],[999.27232945]
[999.19815211],[999.19800746],[999.19800487],[999.19800227],[999.19799968],[999.19799709]
[999.37907187],[999.37915644],[999.37914069],[999.37912495],[999.37910921],[999.37909346]
[999.26423048],[999.26411545],[999.2641018],[999.26408815],[999.2640745],[999.26406086]
[999.35744117],[999.3574054],[999.35739456],[999.35738372],[999.35737288],[999.35736205]
[999.33534707],[999.33539851],[999.33537782],[999.33535713],[999.33533645],[999.33531576]
[999.25424262],[999.25424874],[999.25421677],[999.2541848],[999.25415283],[999.25412086]
[999.23837683],[999.23803446],[999.23800617],[999.23797789],[999.2379496],[999.23792131]
[999.43887545],[999.43879408],[999.43876522],[999.43873636],[999.4387075],[999.43867864]
[999.32481366],[999.32476108],[999.32472543],[999.32468978],[999.32465412],[999.32461847]
[999.26719348],[999.26708557],[999.26706781],[999.26705006],[999.26703231],[999.26701455]
[999.33421185],[999.33405961],[999.33405089],[999.33404217],[999.33403345],[999.33402473]
[999.39231911],[999.39228263],[999.39227897],[999.39227531],[999.39227165],[999.39226799]
[999.34650881],[999.34643135],[999.3464296],[999.34642784],[999.34642609],[999.34642434]
[999.36986407],[999.37000491],[999.37000317],[999.37000142],[999.36999968],[999.36999794]
[999.2512972],[999.25123382],[999.25122489],[999.25121596],[999.25120703],[999.25119811]
[999.31973695],[999.32004878],[999.32002834],[999.32000791],[999.31998747],[999.31996703]
[999.09029436],[999.08993683],[999.08992208],[999.08990732],[999.08989257],[999.08987782]
[999.43034528],[999.43022327],[999.4302118],[999.43020033],[999.43018886],[999.43017738]
[999.36618979],[999.36617207],[999.3661577],[999.36614334],[999.36612897],[999.3661146]
[999.2875612],[999.28736145],[999.28734492],[999.28732839],[999.28731186],[999.28729532]
[999.36771019],[999.36781314],[999.3678042],[999.36779526],[999.36778632],[999.36777738]
[999.24722263],[999.24697219],[999.24696126],[999.24695033],[999.24693941],[999.24692848]
[999.42353772],[999.42346334],[999.42345573],[999.42344811],[999.4234405],[999.42343288]
[999.36269444],[999.36266862],[999.36266478],[999.36266093],[999.36265709],[999.36265325]
[999.33354265],[999.33346016],[999.33345576],[999.33345136],[999.33344696],[999.33344256]
[999.36345686],[999.36328386],[999.36328009],[999.36327633],[999.36327257],[999.36326881]
[999.41439575],[999.41445962],[999.41445655],[999.41445348],[999.41445041],[999.41444734]
[999.30029747],[999.30005683],[999.30005386],[999.3000509],[999.30004794],[999.30004498]
[999.42021986],[999.42044274],[999.42043734],[999.42043193],[999.42042652],[999.42042112]
[999.21993942],[999.21982941],[999.21982427],[999.21981913],[999.21981399],[999.21980885]
[999.34100804],[999.34094842],[999.3408888],[999.34082917],[999.34076955],[999.34070993]
[999.34531891],[999.34550899],[999.34550137],[999.34549375],[999.34548613],[999.34547851]
[999.19543726],[999.19531679],[999.19531458],[999.19531237],[999.19531016],[999.19530795]
[999.34852627],[999.3484785],[999.34843074],[999.34838298],[999.34833522],[999.34828746]
[999.3225764],[999.32264572],[999.32263963],[999.32263355],[999.32262746],[999.32262138]
[999.25663927],[999.2567976],[999.25679299],[999.25678838],[999.25678377],[999.25677916]
[999.21154611],[999.21133738],[999.2113354],[999.21133341],[999.21133142],[999.21132944]
[999.39864715],[999.3986074],[999.39856764],[999.39852789],[999.39848813],[999.39844838]
[999.44716118],[999.44711087],[999.44706055],[999.44701024],[999.44695992],[999.44690961]
[999.16969388],[999.16965561],[999.16961733],[999.16957906],[999.16954078],[999.16950251]
[999.55340491],[999.55333432],[999.55326374],[999.55319315],[999.55312257],[999.55305199]
[999.39799125],[999.39793062],[999.39786999],[999.39780936],[999.39774873],[999.3976881]
[999.25194006],[999.2518625],[999.25178494],[999.25170738],[999.25162982],[999.25155226]
[999.08743852],[999.08737773],[999.08731695],[999.08725616],[999.08719537],[999.08713459]
[999.23741458],[999.23735168],[999.23728878],[999.23722589],[999.23716299],[999.23710009]
[999.32859102],[999.32853911],[999.32848721],[999.3284353],[999.32838339],[999.32833148]
[999.25492207],[999.25485804],[999.25479401],[999.25472997],[999.25466594],[999.2546019]
[999.22357291],[999.22351405],[999.22345518],[999.22339632],[999.22333746],[999.2232786]
[999.39217692],[999.39211428],[999.39205163],[999.39198899],[999.39192635],[999.3918637]
[999.22316514],[999.22310226],[999.22303939],[999.22297652],[999.22291364],[999.22285077]
[999.37517915],[999.37511469],[999.37505024],[999.37498578],[999.37492133],[999.37485687]
[999.30979956],[999.30973751],[999.30967547],[999.30961342],[999.30955137],[999.30948933]
[999.30928701],[999.3092476],[999.30920819],[999.30916879],[999.30912938],[999.30908998]
[999.49348464],[999.49341349],[999.49334234],[999.49327119],[999.49320005],[999.4931289]
[999.18551539],[999.18544763],[999.18537988],[999.18531212],[999.18524437],[999.18517661]
[999.38068331],[999.38061145],[999.38053959],[999.38046773],[999.38039587],[999.38032402]
[999.20044045],[999.20038036],[999.20032028],[999.2002602],[999.20020011],[999.20014003]
[999.21945768],[999.21940671],[999.21935575],[999.21930479],[999.21925382],[999.21920286]
[999.46282836],[999.46278309],[999.46273783],[999.46269256],[999.4626473],[999.46260203]
[999.45211539],[999.45205222],[999.45198904],[999.45192587],[999.45186269],[999.45179952]
[999.35851067],[999.35845939],[999.35840812],[999.35835684],[999.35830556],[999.35825428]
[999.49588062],[999.49581034],[999.49574005],[999.49566976],[999.49559948],[999.49552919]
[999.20396223],[999.20389529],[999.20382835],[999.20376142],[999.20369448],[999.20362754]
[999.2915822],[999.29153127],[999.29148034],[999.29142941],[999.29137848],[999.29132755]
[999.22614589],[999.22609366],[999.22604143],[999.2259892],[999.22593697],[999.22588475]
[999.25369446],[999.25365343],[999.2536124],[999.25357137],[999.25353034],[999.25348932]
[999.49883233],[999.49876167],[999.49869101],[999.49862035],[999.49854969],[999.49847903]
[999.35151749],[999.35146661],[999.35141574],[999.35136486],[999.35131398],[999.3512631]
[999.45722136],[999.45717075],[999.45712014],[999.45706952],[999.45701891],[999.4569683]
[999.4815906],[999.48154137],[999.48149213],[999.4814429],[999.48139367],[999.48134444]
[999.29790734],[999.2978571],[999.29780686],[999.29775663],[999.29770639],[999.29765615]
[999.41288088],[999.41283199],[999.4127831],[999.4127342],[999.41268531],[999.41263642]
[999.38277103],[999.38272261],[999.38267419],[999.38262577],[999.38257736],[999.38252894]
[999.46096113],[999.46090998],[999.46085883],[999.46080769],[999.46075654],[999.4607054]
[999.39639763],[999.39634323],[999.39628884],[999.39623444],[999.39618004],[999.39612564]
[999.2606639],[999.26061468],[999.26056547],[999.26051626],[999.26046705],[999.26041784]
[999.31961767],[999.31945118],[999.31944832],[999.31944545],[999.31944259],[999.31943972]
[999.40083974],[999.40091717],[999.40091681],[999.40091645],[999.40091609],[999.40091573]
[999.30246327],[999.30241237],[999.30236146],[999.30231056],[999.30225965],[999.30220875]
[999.29237567],[999.29231502],[999.29225436],[999.29219371],[999.29213306],[999.2920724]
[999.3110726],[999.31102542],[999.31097825],[999.31093108],[999.31088391],[999.31083673]
[999.39629823],[999.39626332],[999.39622841],[999.3961935],[999.39615858],[999.39612367]
[999.42123357],[999.42118015],[999.42112672],[999.4210733],[999.42101988],[999.42096645]
[999.30928901],[999.30923434],[999.30917966],[999.30912499],[999.30907032],[999.30901564]
[999.19835632],[999.19830367],[999.19825101],[999.19819836],[999.19814571],[999.19809306]
[999.31415144],[999.3140956],[999.31403976],[999.31398393],[999.31392809],[999.31387225]
[999.31671089],[999.31666516],[999.31661943],[999.3165737],[999.31652797],[999.31648224]
[999.43733856],[999.43728526],[999.43723197],[999.43717867],[999.43712537],[999.43707207]
[999.35517665],[999.35512545],[999.35507425],[999.35502304],[999.35497184],[999.35492063]
[999.26795596],[999.26789548],[999.267835],[999.26777451],[999.26771403],[999.26765355]
[999.23221755],[999.23217586],[999.23213417],[999.23209247],[999.23205078],[999.23200908]
[999.39780411],[999.39775603],[999.39770794],[999.39765985],[999.39761176],[999.39756367]
[999.40117504],[999.40112096],[999.40106689],[999.40101281],[999.40095874],[999.40090467]
[999.25445125],[999.25439317],[999.2543351],[999.25427703],[999.25421896],[999.25416088]
[999.28575867],[999.28570394],[999.2856492],[999.28559447],[999.28553974],[999.28548501]
[999.31236951],[999.31230844],[999.31224737],[999.3121863],[999.31212523],[999.31206416]
[999.28567889],[999.28561946],[999.28556002],[999.28550059],[999.28544116],[999.28538172]
[999.34625042],[999.34619697],[999.34614353],[999.34609008],[999.34603664],[999.34598319]
[999.31368154],[999.31364004],[999.31359854],[999.31355704],[999.31351554],[999.31347404]
[999.34504276],[999.34499131],[999.34493986],[999.34488841],[999.34483696],[999.34478551]
[999.32910157],[999.32905109],[999.3290006],[999.32895012],[999.32889963],[999.32884915]
[999.47330756],[999.47325474],[999.47320193],[999.47314911],[999.4730963],[999.47304349]
[999.31670176],[999.31663307],[999.31656438],[999.3164957],[999.31642701],[999.31635832]
[999.32571185],[999.32564942],[999.32558698],[999.32552454],[999.3254621],[999.32539967]
[999.38497001],[999.38492226],[999.38487451],[999.38482677],[999.38477902],[999.38473127]
[999.31996032],[999.31990736],[999.31985439],[999.31980143],[999.31974847],[999.3196955]
[999.31273185],[999.31267964],[999.31262743],[999.31257522],[999.31252302],[999.31247081]
[999.26487938],[999.26483286],[999.26478633],[999.26473981],[999.26469329],[999.26464677]
[999.43529202],[999.43525146],[999.4352109],[999.43517034],[999.43512978],[999.43508921]
[999.42606288],[999.42601099],[999.4259591],[999.42590721],[999.42585532],[999.42580343]
[999.3004761],[999.30041043],[999.30034475],[999.30027908],[999.30021341],[999.30014774]
[999.26539344],[999.26534239],[999.26529133],[999.26524028],[999.26518922],[999.26513817]
[999.28515527],[999.28510398],[999.28505269],[999.2850014],[999.28495012],[999.28489883]
[999.25172143],[999.25166408],[999.25160672],[999.25154936],[999.251492],[999.25143464]
[999.31876006],[999.31871127],[999.31866248],[999.3186137],[999.31856491],[999.31851612]
[999.33053021],[999.33046127],[999.33039232],[999.33032338],[999.33025443],[999.33018549]
[999.20452085],[999.20447843],[999.20443601],[999.20439359],[999.20435117],[999.20430875]
[999.4827624],[999.48269905],[999.48263571],[999.48257237],[999.48250902],[999.48244568]
[999.27800229],[999.27794148],[999.27788067],[999.27781986],[999.27775905],[999.27769824]
[999.23108383],[999.23101839],[999.23095294],[999.2308875],[999.23082206],[999.23075661]
[999.11167353],[999.11162386],[999.11157419],[999.11152453],[999.11147486],[999.11142519]
[999.42931998],[999.42925641],[999.42919283],[999.42912925],[999.42906567],[999.42900209]
[999.35166957],[999.35161442],[999.35155928],[999.35150413],[999.35144898],[999.35139384]
[999.42980141],[999.42974486],[999.42968831],[999.42963175],[999.4295752],[999.42951865]
[999.26336985],[999.26333594],[999.26330202],[999.26326811],[999.26323419],[999.26320028]
[999.5602466],[999.56018699],[999.56012738],[999.56006777],[999.56000816],[999.55994855]
[999.30163151],[999.30157959],[999.30152768],[999.30147576],[999.30142385],[999.30137194]
[999.40117159],[999.40112366],[999.40107572],[999.40102779],[999.40097986],[999.40093193]
[999.38240999],[999.38236004],[999.3823101],[999.38226015],[999.38221021],[999.38216026]
[999.39938708],[999.39934533],[999.39930358],[999.39926183],[999.39922008],[999.39917833]
[999.44747262],[999.44741208],[999.44735154],[999.447291],[999.44723046],[999.44716992]
[999.21043117],[999.21037963],[999.21032809],[999.21027655],[999.210225],[999.21017346]
[999.38517115],[999.38511547],[999.3850598],[999.38500412],[999.38494845],[999.38489278]
[999.33627771],[999.33615845],[999.33615882],[999.33615918],[999.33615955],[999.33615992]
[999.44471078],[999.44464663],[999.44464493],[999.44464323],[999.44464153],[999.44463982]
[999.40148555],[999.40162869],[999.40162897],[999.40162924],[999.40162952],[999.40162979]
[999.1866828],[999.18669875],[999.1866992],[999.18669965],[999.1867001],[999.18670055]
[999.30915001],[999.30911441],[999.30911464],[999.30911488],[999.30911511],[999.30911535]
[999.36966049],[999.36972764],[999.36972369],[999.36971974],[999.36971579],[999.36971184]
[999.24424442],[999.24419642],[999.2441938],[999.24419118],[999.24418856],[999.24418594]
[999.363175],[999.36316614],[999.36316326],[999.36316038],[999.36315749],[999.36315461]
[999.32875192],[999.32860962],[999.32860763],[999.32860564],[999.32860364],[999.32860165]
[999.50090282],[999.50102314],[999.50102352],[999.5010239],[999.50102428],[999.50102466]
[999.1814882],[999.18141204],[999.18141084],[999.18140965],[999.18140846],[999.18140726]
[999.47838181],[999.47841048],[999.4784097],[999.47840891],[999.47840812],[999.47840734]
[999.25727692],[999.25725975],[999.2572608],[999.25726184],[999.25726289],[999.25726394]
[999.48202012],[999.48199403],[999.48199168],[999.48198933],[999.48198698],[999.48198463]
[999.45362577],[999.45365281],[999.45364936],[999.45364591],[999.45364246],[999.45363901]
[999.22229903],[999.22228255],[999.22228137],[999.22228019],[999.22227901],[999.22227783]
[999.5266362],[999.52662804],[999.52662402],[999.52662],[999.52661598],[999.52661196]
[999.3711288],[999.37114476],[999.37114299],[999.37114122],[999.37113945],[999.37113768]
[999.29371949],[999.29370629],[999.29370567],[999.29370504],[999.29370442],[999.29370379]
[999.37300452],[999.37295876],[999.37295194],[999.37294513],[999.37293831],[999.37293149]
[999.41404531],[999.41401244],[999.41401345],[999.41401447],[999.41401548],[999.41401649]
[999.43718615],[999.43722145],[999.43721937],[999.43721729],[999.43721521],[999.43721313]
[999.23844432],[999.23845935],[999.23844313],[999.23842691],[999.23841069],[999.23839446]
[999.24499739],[999.24498209],[999.24496587],[999.24494965],[999.24493343],[999.24491722]
[999.31317907],[999.31314096],[999.31313171],[999.31312246],[999.3131132],[999.31310395]
[999.39798725],[999.39793376],[999.39793226],[999.39793076],[999.39792925],[999.39792775]
[999.43692379],[999.43673817],[999.43673709],[999.43673602],[999.43673494],[999.43673387]
[999.6083058],[999.60823586],[999.6082271],[999.60821833],[999.60820957],[999.60820081]
[999.47925404],[999.47935461],[999.47935677],[999.47935893],[999.47936108],[999.47936324]
[999.23624319],[999.2362924],[999.23629494],[999.23629748],[999.23630001],[999.23630255]
[999.30493072],[999.30489673],[999.3048999],[999.30490307],[999.30490625],[999.30490942]
[999.41584281],[999.41576549],[999.41574624],[999.41572698],[999.41570772],[999.41568846]
[999.39824882],[999.39828675],[999.39828596],[999.39828517],[999.39828437],[999.39828358]
[999.30807283],[999.3080735],[999.30807582],[999.30807815],[999.30808047],[999.3080828]
[999.36835325],[999.36836187],[999.3683611],[999.36836034],[999.36835957],[999.36835881]
[999.34438101],[999.34435874],[999.34435865],[999.34435856],[999.34435847],[999.34435839]
[999.41226362],[999.41229585],[999.41229547],[999.41229509],[999.41229471],[999.41229433]
[999.27310793],[999.27307628],[999.27306609],[999.27305591],[999.27304573],[999.27303554]
[999.42428432],[999.42426324],[999.42426018],[999.42425712],[999.42425406],[999.424251]
[999.42108994],[999.42111668],[999.42111401],[999.42111134],[999.42110867],[999.421106]
[999.18035639],[999.1803485],[999.18034183],[999.18033515],[999.18032848],[999.1803218]
[999.35196227],[999.35195395],[999.35194549],[999.35193704],[999.35192858],[999.35192013]
[999.29525668],[999.29522869],[999.29521053],[999.29519237],[999.29517421],[999.29515605]
[999.15164616],[999.1516114],[999.15157993],[999.15154846],[999.15151698],[999.15148551]
[999.26795601],[999.2679307],[999.26790685],[999.26788299],[999.26785913],[999.26783527]
[999.28328648],[999.28327695],[999.28326729],[999.28325762],[999.28324796],[999.28323829]
[999.46052891],[999.46051837],[999.4605082],[999.46049804],[999.46048788],[999.46047772]
[999.32832602],[999.32832731],[999.3283246],[999.3283219],[999.3283192],[999.32831649]
[999.42873357],[999.42873507],[999.42873214],[999.42872921],[999.42872628],[999.42872335]
[999.39871979],[999.39870661],[999.39870226],[999.3986979],[999.39869354],[999.39868918]
[999.21113858],[999.21112135],[999.21110918],[999.21109702],[999.21108486],[999.21107269]
[999.25157732],[999.25152711],[999.25149957],[999.25147204],[999.2514445],[999.25141696]
[999.08781304],[999.08783223],[999.08781567],[999.08779911],[999.08778255],[999.08776599]
[999.43166613],[999.43163713],[999.43161996],[999.43160279],[999.43158562],[999.43156846]
[999.42221905],[999.42220683],[999.42220239],[999.42219796],[999.42219352],[999.42218909]
[999.43219916],[999.43218654],[999.43217575],[999.43216496],[999.43215417],[999.43214339]
[999.42425834],[999.42425313],[999.42424888],[999.42424462],[999.42424037],[999.42423611]
[999.40210071],[999.40209569],[999.40209109],[999.40208649],[999.40208189],[999.40207729]
[999.25797671],[999.2579747],[999.25797117],[999.25796763],[999.2579641],[999.25796056]
[999.38992327],[999.38985268],[999.3898429],[999.38983311],[999.38982333],[999.38981354]
[999.60831959],[999.60829658],[999.60829702],[999.60829746],[999.6082979],[999.60829833]
[999.46098707],[999.4610201],[999.46101975],[999.46101941],[999.46101907],[999.46101873]
[999.30916579],[999.30918891],[999.30918509],[999.30918127],[999.30917745],[999.30917363]
[999.31701438],[999.31707263],[999.31707333],[999.31707403],[999.31707474],[999.31707544]
[999.25798372],[999.25790656],[999.25790371],[999.25790085],[999.25789799],[999.25789513]
[999.48143083],[999.48134341],[999.48134786],[999.48135231],[999.48135675],[999.4813612]
[999.50076478],[999.50075566],[999.50075713],[999.50075859],[999.50076006],[999.50076153]
[999.40765786],[999.40769197],[999.40769143],[999.40769089],[999.40769035],[999.40768981]
[999.33449556],[999.33445406],[999.33445451],[999.33445497],[999.33445542],[999.33445588]
[999.44931296],[999.44936328],[999.44935738],[999.44935148],[999.44934558],[999.44933968]
[999.28905977],[999.28900747],[999.28900677],[999.28900608],[999.28900538],[999.28900468]
[999.4670897],[999.46713232],[999.46713038],[999.46712843],[999.46712649],[999.46712455]
[999.26474528],[999.26473551],[999.26473331],[999.26473111],[999.26472891],[999.26472671]
[999.39180997],[999.39182624],[999.39182688],[999.39182751],[999.39182815],[999.39182879]
[999.32884396],[999.32894127],[999.32893184],[999.3289224],[999.32891296],[999.32890352]
[999.10225628],[999.1022913],[999.10227497],[999.10225864],[999.10224231],[999.10222597]
[999.21175236],[999.21175872],[999.21175767],[999.21175662],[999.21175557],[999.21175452]
[999.30520464],[999.30520786],[999.3052008],[999.30519374],[999.30518667],[999.30517961]
[999.29176534],[999.29169278],[999.29169345],[999.29169412],[999.29169479],[999.29169546]
[999.46714481],[999.46721125],[999.46720831],[999.46720537],[999.46720243],[999.46719949]
[999.22659461],[999.22655124],[999.22654853],[999.22654582],[999.22654312],[999.22654041]
[999.51223881],[999.51212429],[999.51212577],[999.51212726],[999.51212874],[999.51213022]
[999.60010991],[999.60028955],[999.60028669],[999.60028382],[999.60028096],[999.60027809]
[999.12322608],[999.12320759],[999.12320385],[999.12320011],[999.12319637],[999.12319263]
[999.34476666],[999.34482845],[999.34481872],[999.34480899],[999.34479926],[999.34478953]
[999.21086446],[999.21083926],[999.2108307],[999.21082215],[999.21081359],[999.21080503]
[999.34597049],[999.34595582],[999.34594166],[999.34592751],[999.34591335],[999.34589919]
[999.32332817],[999.32331522],[999.32330329],[999.32329135],[999.32327942],[999.32326749]
[999.32173163],[999.32165897],[999.32165596],[999.32165295],[999.32164994],[999.32164692]
[999.47250633],[999.47259222],[999.47258957],[999.47258692],[999.47258427],[999.47258162]
[999.2045549],[999.20452574],[999.20451656],[999.20450738],[999.2044982],[999.20448903]
[999.34656877],[999.34657297],[999.34657179],[999.34657061],[999.34656944],[999.34656826]
[999.32219689],[999.32214792],[999.32214564],[999.32214337],[999.32214109],[999.32213881]
[999.41220685],[999.4121607],[999.41215493],[999.41214916],[999.41214339],[999.41213763]
[999.41269217],[999.41264987],[999.41264812],[999.41264638],[999.41264463],[999.41264288]
[999.43009396],[999.43014115],[999.430138],[999.43013485],[999.4301317],[999.43012855]
[999.26721693],[999.26725237],[999.26725326],[999.26725415],[999.26725504],[999.26725593]
[999.28730291],[999.28736718],[999.2873673],[999.28736742],[999.28736754],[999.28736765]
[999.20468146],[999.20465529],[999.20464713],[999.20463898],[999.20463082],[999.20462267]
[999.35304584],[999.35301978],[999.35301729],[999.3530148],[999.35301231],[999.35300982]
[999.38218774],[999.38223088],[999.38221314],[999.38219539],[999.38217765],[999.3821599]
[999.2036349],[999.20360333],[999.20358503],[999.20356674],[999.20354844],[999.20353014]
[999.32105626],[999.3210255],[999.32101476],[999.32100402],[999.32099329],[999.32098255]
[999.34547702],[999.34548161],[999.34547832],[999.34547502],[999.34547173],[999.34546844]
[999.3008195],[999.30082752],[999.30082314],[999.30081877],[999.30081439],[999.30081002]
[999.28696255],[999.2869344],[999.28692942],[999.28692443],[999.28691944],[999.28691446]
[999.38614731],[999.38618342],[999.38618078],[999.38617814],[999.3861755],[999.38617286]
[999.16600909],[999.16601793],[999.16601343],[999.16600893],[999.16600442],[999.16599992]
[999.24899912],[999.24897822],[999.24898007],[999.24898191],[999.24898375],[999.24898559]
[999.35871131],[999.3587389],[999.35873735],[999.3587358],[999.35873424],[999.35873269]
[999.21380913],[999.21378827],[999.21378294],[999.2137776],[999.21377226],[999.21376693]
[999.31779008],[999.31774462],[999.31774396],[999.31774329],[999.31774263],[999.31774196]
[999.38211019],[999.3820435],[999.3820396],[999.3820357],[999.38203179],[999.38202789]
[999.42452512],[999.42447622],[999.42447196],[999.4244677],[999.42446344],[999.42445918]
[999.41693474],[999.41692611],[999.41692606],[999.41692601],[999.41692596],[999.41692591]
[999.36257732],[999.36263595],[999.36263126],[999.36262657],[999.36262189],[999.3626172]
[999.22655507],[999.22652666],[999.22652523],[999.22652381],[999.22652238],[999.22652095]
[999.34970397],[999.34967914],[999.34967566],[999.34967217],[999.34966869],[999.34966521]
[999.35533677],[999.355361],[999.35535959],[999.35535819],[999.35535678],[999.35535537]
[999.2942363],[999.29420114],[999.2941978],[999.29419446],[999.29419112],[999.29418778]
[999.37500383],[999.37495152],[999.37494935],[999.37494719],[999.37494502],[999.37494285]
[999.41273818],[999.41277563],[999.41276275],[999.41274986],[999.41273698],[999.41272409]
[999.26219882],[999.26217598],[999.26217284],[999.2621697],[999.26216656],[999.26216342]
[999.35242904],[999.35238367],[999.35237965],[999.35237564],[999.35237163],[999.35236762]
[999.39515221],[999.39515226],[999.39514697],[999.39514167],[999.39513638],[999.39513108]
[999.33407326],[999.33404572],[999.33404369],[999.33404166],[999.33403962],[999.33403759]
[999.36915179],[999.36916973],[999.36916651],[999.36916328],[999.36916006],[999.36915683]
[999.31170326],[999.31173367],[999.31173249],[999.31173132],[999.31173014],[999.31172897]
[999.28630732],[999.28625761],[999.28625085],[999.2862441],[999.28623734],[999.28623058]
[999.38100917],[999.38090105],[999.38089308],[999.38088511],[999.38087714],[999.38086917]
[999.46092417],[999.46095717],[999.46094939],[999.46094162],[999.46093385],[999.46092607]
[999.29731905],[999.29727523],[999.29726635],[999.29725747],[999.29724859],[999.29723971]
[999.38252699],[999.38240529],[999.38240168],[999.38239807],[999.38239446],[999.38239086]
[999.49794906],[999.49795048],[999.49794777],[999.49794505],[999.49794233],[999.49793961]
[999.36826831],[999.36824833],[999.36824678],[999.36824523],[999.36824368],[999.36824212]
[999.38556874],[999.38553547],[999.38553214],[999.38552881],[999.38552548],[999.38552216]
[999.40794703],[999.40809659],[999.40809365],[999.4080907],[999.40808776],[999.40808482]
[999.16689644],[999.16693025],[999.16692068],[999.16691111],[999.16690154],[999.16689196]
[999.274888],[999.27486613],[999.27485967],[999.27485322],[999.27484677],[999.27484032]
[999.35147623],[999.35148631],[999.3514838],[999.35148129],[999.35147877],[999.35147626]
[999.3265961],[999.32657863],[999.32657914],[999.32657965],[999.32658016],[999.32658067]
[999.36164406],[999.36154487],[999.36154338],[999.36154189],[999.36154041],[999.36153892]
[999.4656155],[999.46553065],[999.46553052],[999.46553038],[999.46553024],[999.46553011]
[999.47109378],[999.47105071],[999.47105262],[999.47105453],[999.47105644],[999.47105835]
[999.44416388],[999.44418519],[999.44418457],[999.44418394],[999.44418332],[999.4441827]
[999.35255714],[999.35250417],[999.35250354],[999.35250292],[999.35250229],[999.35250166]
[999.45400269],[999.45398192],[999.45398059],[999.45397925],[999.45397792],[999.45397659]
[999.42265769],[999.42260686],[999.42260771],[999.42260856],[999.42260941],[999.42261026]
[999.47994696],[999.47999325],[999.47999598],[999.4799987],[999.48000143],[999.48000416]
[999.33705622],[999.33707257],[999.33707109],[999.33706961],[999.33706813],[999.33706665]
[999.36012657],[999.36013038],[999.36013377],[999.36013715],[999.36014053],[999.36014392]
[999.39073527],[999.39070271],[999.39070201],[999.39070131],[999.3907006],[999.3906999]
[999.45356074],[999.45356418],[999.45356475],[999.45356531],[999.45356587],[999.45356644]
[999.40030511],[999.40042346],[999.4004243],[999.40042514],[999.40042599],[999.40042683]
[999.17108771],[999.17117521],[999.17117216],[999.17116912],[999.17116608],[999.17116303]
[999.20385645],[999.20388027],[999.20387461],[999.20386895],[999.20386328],[999.20385762]
[999.28035343],[999.28042987],[999.280413],[999.28039614],[999.28037927],[999.28036241]
